Contexto.Precedente,Ocorrencia,Contexto.Seguinte,faixa.etaria,sexo.genero,registro,amostra
Ciências vai pro ENCCEJA... nós não,a gente<G>,acomPANHA ACOMPANHA e além de,2,M,DID,II
maior entendeu? E OS ESPECIAIS que,a gente<G>,a gente<G> recebe muito aluno,2,M,DID,II
E OS ESPECIAIS que a gente<G>/,a gente<G>,recebe muito aluno especial aluno,2,M,DID,II
quando ela fez o fundamental com,a gente<G>,ela tinha uma certa autonomia,2,M,DID,II
especiais sem cumprir todos os conteúdos,a gente<G>,inclusive ela saiu com além,2,M,DID,II
de que forma? uma forma que,a gente<G>,sabe que ela não vai,2,M,DID,II
linda o esforço maior do mundo,a gente<G>,tinha que fazer carTAzes com,2,M,DID,II
médio... mas ela terminou e aí,a gente<G>,sai no final com relatório,2,M,DID,II
uma pessoa DE UMA FAMÍLIA... sabia?,a gente<G>,vê assim quando a gente<G>,2,M,DID,II
sabia? a gente<G> vê assim quando,a gente<G>,faz coLAÇÃO de grau… --,2,M,DID,II
escola é uma escola rotativa né,a gente<G>,tá sempre… assim esqueci de,2,M,DID,II
tem... essa coisa assim padronizado…. então,a gente<G>,pausa... a gente<G> começa no,2,M,DID,II
assim padronizado…. então a gente<G> pausa...,a gente<G>,começa no primeiro dia útil,2,M,DID,II
eu chamo de escola rotativa... né?,a gente<G>,não tem assim a... gente,2,M,DID,II
fica lá todo tempo por que,a gente<G>,tem biblioteca tem diferentes espaços,2,M,DID,II
de conversa de leitura na/no CEJA,a gente<G>,não consegue fazer isso porque,2,M,DID,II
época na igreja de Parangaba na/na…,a gente<G>,substituía os padres porque tinha,2,M,DID,II
mundo... a compreensão da diversidade que...,a gente<G>,estuda... nós estudávamos no nosso,2,M,DID,II
( ) ciências religiosas né? então,a gente<G>,estudava as teologias a gente<G>,2,M,DID,II
então a gente<G> estudava as teologias,a gente<G>,estudava sociologia a sociologia na,2,M,DID,II
RELIGIÕES é::... ESPIRITUALIDADE… religiosiDADE POPULAR então,a gente<G>,estuDAVA tanto coisas assim… era,2,M,DID,II
comunGAVA com o modelo de orientação,a gente<G>,tinha uma freira… uma/uma… uma,2,M,DID,II
e eu sentia muita falta disso,a gente<G>,não/ não/ não vê… é…,2,M,DID,II
DEUS ele não é propriedade… quando,a gente<G>,entende isso tá… é o,2,M,DID,II
geográfico é o espaço físico como,a gente<G>,Doc...- é verdade,2,M,DID,II
vivência da sua VIDA no momento,a gente<G>,tá vivendo um mal estar,2,M,DID,II
o/o de sair daqui hoje é,a gente<G>,se torna amigo mas você,2,M,DID,II
natural… tranquilamente natural agora respeito não,a gente<G>,deve uma a outra… sem,2,M,DID,II
quando eu fui para o magistério,a gente<G>,deu o nome fantasia lá,2,M,DID,II
mundo o curso pra terminar e,a gente<G>,naquela coisa de ter que,2,M,DID,II
o dia todo era curso noturno/sábado,a gente<G>,passava e dizem aula e,2,M,DID,II
percurso era esse ( ) né?,a gente<G>,queria   Doc...- ( )...,2,M,DID,II
só tinha uma hora…?   Inf..-,a gente<G>,só tinha uma dispensa de,2,M,DID,II
PRÁtica era PRÁTICA daquele assunto que,a gente<G>,não conseguia fazer isso... biologia,2,M,DID,II
teórica e prática… teórica e prática,a gente<G>,pensa que não faz diferença...,2,M,DID,II
nós não fazemos da química/da química,a gente<G>,só foi fazer as práticas,2,M,DID,II
a mesma coisa mas entendeu?... inclusive,a gente<G>,já estava certificado né? quando,2,M,DID,II
a coLAção de grau é que,a gente<G>,foi fazer o laboratório,2,M,DID,II
biblioteca com tudo então eles encaminhavam...,a gente<G>,tinha orientação educacional vocacional a::e,2,M,DID,II
gosto com a nossa turma entregou,a gente<G>,pra o Agapito dos Santos,2,M,DID,II
licenciatura curta na é::poca… dava direito,a gente<G>,ensinar até:: a sex/ até,2,M,DID,II
o Instituto né::... o Instituto formava,a gente<G>,pra linguagem::... formava a gente<G>,2,M,DID,II
formava a gente<G> pra linguagem::... formava,a gente<G>,pra ciência… pra matemática,2,M,DID,II
concurso?  Inf..- concurso… era concurso…,a gente<G>,podia faZER o concurso na,2,M,DID,II
curso superior… de uma licenciatura enTÃO,a gente<G>,entrava… eu entrei com o,2,M,DID,II
quando… quando porque SÓ o que,a gente<G>,escuta é isso… porque desde,2,M,DID,II
é dinâmico quer dizer o que,a gente<G>,estudava há vinte anos… não,2,M,DID,II
ninguém né…  Inf..- acho que,a gente<G>,faz uma soma lá né…,2,M,DID,II
espera que vai dar certo… que,a gente<G>,estava falando sobre TUdo… realmente,2,M,DID,II
gente<G> estava falando sobre TUdo… realmente,a gente<G>,mas assim a senhora acha,2,M,DID,II
ela fez a especialização dela e,a gente<G>,tinha muita divergência do ponto,2,M,DID,II
relatórios ia de encontro né:: e,a gente<G>,fazia uma parceria muito boa,2,M,DID,II
uma coisa muito ruim... ele... eu...,a gente<G>,saia pro recreio trancava a,2,M,DID,II
sala e depois iam brinCAR e,a gente<G>,sai e fechava a sala...,2,M,DID,II
educação Infantil tudo mais... aí ela...,a gente<G>,tinha a história de uns,2,M,DID,II
pintarem né:: …  aí ela pegou...,a gente<G>,pegou era no mês de,2,M,DID,II
pegou era no mês de junho,a gente<G>,já tinha trabalhado cai-cai balão...,2,M,DID,II
minha professora levava os desenhos para,a gente<G>,pintar e levava o modelo,2,M,DID,II
pintar e levava o modelo e,a gente<G>,tinha:: ... que quem:: ...,2,M,DID,II
então por isso que eu digo,a gente<G>,aprende a fazer... o meu,2,M,DID,II
a equipe da secretaria de educação,a gente<G>,ia... e::ra toda uma dinâmica,2,M,DID,II
o desenho... a letra enorme então,a gente<G>,tem que se preparar pra,2,M,DID,II
pra aceitar isso porque se não,a gente<G>,vai achar aquela coisa mal,2,M,DID,II
que nos traz esse aprendizado quando,a gente<G>,se permite aprender e quando,2,M,DID,II
gente<G> se permite aprender e quando,a gente<G>,não sente acabar... né:: ...,2,M,DID,II
bom... é bom da gente quando,a gente<G>,entende isso porque a gente<G>,2,M,DID,II
quando a gente<G> entende isso porque,a gente<G>,não sofre... porque tem pessoas,2,M,DID,II
nessa história... ah no meu tempo,a gente<G>,aprendia melhor:: ... eu num,2,M,DID,II
porque assim:: ... de origem grega...,a gente<G>,tem tanta coisa de origem,2,M,DID,II
o primeiro é o segundo aí,a gente<G>,teve no primeiro  tá fazendo,2,M,DID,II
sem se encontrar... até assim quando,a gente<G>,é jovem tem toda aquela,2,M,DID,II
letras éh meu nome é e,a gente<G>,vai conversar aqui sobre temas,3,M,DID,II
tudo é concurso público íh:: aqui,a gente<G>,tem uma gratificação que eles,3,M,DID,II
o aí a a ::.. aí,a gente<G>,tem estações de vende pra,3,M,DID,II
::.. A FUNção é o de,a gente<G>,tem de áh o são,3,M,DID,II
que funciona  Inf. - e,a gente<G>,dificuldade tem muita dificuldade orçamentária,3,M,DID,II
Inf. - ou então que enrola,a gente<G>,quando enrola a,3,M,DID,II
a gente<G>   quando enrola,a gente<G>,tem que dizer umas palavras,3,M,DID,II
passou uma época de dificuldade aí,a gente<G>,foi morar com a minha,3,M,DID,II
a minha avó no  que,a gente<G>,se saiu de ali perto,3,M,DID,II
eu passei só um e aí,a gente<G>,comprou essa casa lá no,3,M,DID,II
casa lá no que na quando,a gente<G>,comprou os documentos ainda tá,3,M,DID,II
sei mas o que e aí,a gente<G>,ficou como  Doc. -,3,M,DID,II
coelce((tosse)) essas coisas tudo é quando,a gente<G>,chegou((tosse)) não era/era agora é,3,M,DID,II
da compra da ainda tá como,a gente<G>,mora ali pertinho do/da sede,3,M,DID,II
que tá acontecendo  Inf. -,a gente<G>,agente  Doc. - o,3,M,DID,II
agente  Doc. - o que,a gente<G>,tá vivendo na educação,3,M,DID,II
o mundo... eu me decepcionei quando,a gente<G>,chegou aqui no DNOCS depois,3,M,DID,II
DNOCS e isso e aquilo e,a gente<G>,foi fazer uma greve e,3,M,DID,II
a tá vivendo o político que,a gente<G>,tá vivendo eu não confio,3,M,DID,II
sei o que e tudo bem,a gente<G>,até que ia ser legal...,3,M,DID,II
se aqui em relação ao meu,a gente<G>,passouanos de seca seis anos,3,M,DID,II
vim pra cá novamente... tu vem,a gente<G>,te paga só pelo cargo,3,M,DID,II
éh um relatório da gestão que,a gente<G>,tem que e a gente<G>,3,M,DID,II
que a gente<G> tem que e,a gente<G>,tem prazo e agente depende,3,M,DID,II
as pessoas não estão vendo,a gente<G>,tem trinta e oito/trinta e,3,M,DID,II
produziria estando com água  mas,a gente<G>,tem trinta e oito perímetros,3,M,DID,II
mundo quer água de coco da,a gente<G>,comprar  Doc. - sim,3,M,DID,II
as casas das pessoas queriam comer,a gente<G>,tá com seis anos de,3,M,DID,II
Doc. exatamente  Inf. -,a gente<G>,vê muito éh/ èh/ áh,3,M,DID,II
eu não entendo como é que,a gente<G>,((sorrindo)) como é que a,3,M,DID,II
a gente<G> ((sorrindo)) como é que,a gente<G>,num tem tempo... você vai,3,M,DID,II
ela conversa na calçada/no/terreiro né que,a gente<G>,chama aqui a gente<G> chama,3,M,DID,II
né que a gente<G> chama aqui,a gente<G>,chama calçada lá terreiro pra,3,M,DID,II
história de alma contar uns ...tempo...,a gente<G>,aqui se a gente<G> quer,3,M,DID,II
uns ...tempo... a gente<G> aqui se,a gente<G>,quer um frango/bicho/já vematé/ até,3,M,DID,II
botãozinho...num é a lenha e áh...,a gente<G>,não tem... tempo de nada,3,M,DID,II
um boa tarde...é é diferente então,a gente<G>,tá vendo o inversotem gente,3,M,DID,II
Inf. - não é bom demais,a gente<G>,viajar a gente<G> conhecer a,3,M,DID,II
é bom demais a gente<G> viajar,a gente<G>,conhecer a gente<G> passear a,3,M,DID,II
a gente<G> viajar a gente<G> conhecer,a gente<G>,passear a gente<G> rir a,3,M,DID,II
a gente<G> conhecer a gente<G> passear,a gente<G>,rir a gente<G> é da,3,M,DID,II
a gente<G> passear a gente<G> rir,a gente<G>,é da rotina é bom,3,M,DID,II
onde ela trabalha certo... e aí,a gente<G>,eu e o a gente<G>,3,M,DID,II
aí a gente<G> eu e o,a gente<G>,andava passeando e aí ela,3,M,DID,II
congresso de manhã e de tarde,a gente<G>,passeava de manhã a gente<G>,3,M,DID,II
tarde a gente<G> passeava de manhã,a gente<G>,ficava no/num apartamento ou então,3,M,DID,II
muito  outromundo uma outra vida,a gente<G>,chegou ír a também mais,3,M,DID,II
e às vezes saúde também certo,a gente<G>,e aí vai alguém alguém,3,M,DID,II
ajudar minha tia né e aí,a gente<G>,e aí eu viajo aí,3,M,DID,II
- já fui trem do forró,a gente<G>,já foi pra:::.. áh o,3,M,DID,II
acredito  Inf. - muito animado,a gente<G>,já foi pro agente já,3,M,DID,II
assim vai pra o último que,a gente<G>,foi a gente<G> foi pra,3,M,DID,II
o último que a gente<G> foi,a gente<G>,foi pra e/a gente<G> fez,3,M,DID,II
gente<G> foi a gente<G> foi pra,a gente<G>,fez os dois estados normalmente,3,M,DID,II
gente<G> fez os dois estados normalmente,a gente<G>,vai de ônibus...aí né pra,3,M,DID,II
não aparece bordado não aparece nada,a gente<G>,boda assim não borda a,3,M,DID,II
a gente<G> boda assim não borda,a gente<G>,borda só com fio de,3,M,DID,II
aqui para senhora éh:::.. ((o que,a gente<G>,pode ver aqui)) a senhora,3,M,DID,II
no centro de a princípio pequenininha,a gente<G>,foi morar no/no/na mas eu,3,M,DID,II
muito pequena nessa època depois que,a gente<G>,foi morar na aí eu,3,M,DID,II
queria mulher os filhos muito e,a gente<G>,passou por muita dificuldade não,3,M,DID,II
não porque é mentira mas dificuldade,a gente<G>,passou muito minha mãe trabalhava,3,M,DID,II
fazia tudo fazia bijuteria e::.. assim,a gente<G>,foi vivendo até o dia,3,M,DID,II
avó minhas tias me pegaram pegaram,a gente<G>,eu e os irmãos nós,3,M,DID,II
os irmãos nós somos cinco... e,a gente<G>,foi espalhado um na casa,3,M,DID,II
outro na casa da tia e,a gente<G>,ficou espalhado e a minha,3,M,DID,II
poucos ela foi melhorando e aí,a gente<G>,se juntou de novo alugou,3,M,DID,II
de novo alugou uma casa e,a gente<G>,começou unidos venceremos e aí,3,M,DID,II
especial da bolsa de estudo que,a gente<G>,dizia que era o dinheiro,3,M,DID,II
escola técnica perto da pra poder,a gente<G>,ter o que comer é,3,M,DID,II
a mamãe fazendo bijuterias e assim,a gente<G>,um de e a mamãe,3,M,DID,II
não quis fazer nada é e,a gente<G>,sobreviveu direitinho unidos venceremos vencemos,3,M,DID,II
meu PAI meu pai morava com,a gente<G>,a gente<G> pagava colégio quando,3,M,DID,II
meu pai morava com a gente<G>,a gente<G>,pagava colégio quando foi quando,3,M,DID,II
quando o marido vem me busCAR,a gente<G>,já vai buscar ele lá,3,M,DID,II
certo vinte minutos aí depois aí,a gente<G>,vê porque ointervalo de almoço,3,M,DID,II
gente é só uma hora que,a gente<G>,não sei se voçê viu,3,M,DID,II
gente<G> não sei se voçê viu,a gente<G>,é digiTAL  Doc. -,3,M,DID,II
- não É rigoroso por que::..éh::..,a gente<G>,conversa com o chefe o,3,M,DID,II
quer fazer o mestrado é aí,a gente<G>,tem que ajudar ele se,3,M,DID,II
e tentando suprir alguma coisa mas,a gente<G>,ajuda eu e o marido,3,M,DID,II
na verdade não é AUla né,a gente<G>,faz encontros o que a,3,M,DID,II
a gente<G> faz encontros o que,a gente<G>,quer não/é/não é ensinar a,3,M,DID,II
tem que ensinar é os pais,a gente<G>,quer sensibilizar o que é,3,M,DID,II
quer sensibilizar o que é que,a gente<G>,quer a gente<G> quer que,3,M,DID,II
que é que a gente<G> quer,a gente<G>,quer que a criança conheça,3,M,DID,II
PARte das pessoas que moram lá,a gente<G>,que comprou chave e depois,3,M,DID,II
era um menino/ um menino que,a gente<G>,foi fazer uma peçinha era,3,M,DID,II
era o paralelo isso no sabado,a gente<G>,fez o ensaio tudinho ::..eu,3,M,DID,II
bom eu morava::... meus pais né,a gente<G>,tinha uma casa ali num,2,H,DID,II
que é um negócio meio complicado,a gente<G>,sabe se é Parangaba se,2,H,DID,II
na infância ali da gente então,a gente<G>,jogava bo::la brincava de corri::da::,2,H,DID,II
que era mal assombrada ((riso)) né,a gente<G>,até… tinha:: … medo de,2,H,DID,II
mal assombrada tinha uns rulhos estranhos,a gente<G>,não viu nada não mas,2,H,DID,II
realmente bem:: bem:: comédia assim porque,a gente<G>,ficou morrendo de medo… de,2,H,DID,II
sair… os pais da gente pegaram,a gente<G>,na saída ali deu um,2,H,DID,II
deu um castigo em todo mundo,a gente<G>,invadiu a casa né… pra,2,H,DID,II
é bem bacana… é bembem engraçada…,a gente<G>,conta/quando a gente<G> se encontra,2,H,DID,II
é bembem engraçada… a gente<G> conta/quando,a gente<G>,se encontra costuma contar sempre,2,H,DID,II
relacionada a performance… mas não como,a gente<G>,fala sobre performance pensar numa,2,H,DID,II
performance pensar numa questão de… quando,a gente<G>,fala sobre essa palavra você,2,H,DID,II
– foi o meu QUARto semestre…,a gente<G>,na UFC… uma coisa que,2,H,DID,II
de realidade ito grande né… onde,a gente<G>,lá no colégio militar era…,2,H,DID,II
gente… sempre teve das eram vinculadas,a gente<G>,ter um senso crítico MUI::to,2,H,DID,II
tem que ser desse jeito?... que,a gente<G>,poderia fazer para poder mudar,2,H,DID,II
começo foi MUI::to difícil… né porque,a gente<G>::,tinha MUIto mais Liberdade na,2,H,DID,II
hoje em dia lá na UFC,a gente<G>,tem a DDU que é,2,H,DID,II
organizava treinamentos pras equipes e e,a gente<G>,tinha isso muito forte lá,2,H,DID,II
física né… nana educação física porque,a gente<G>,traBAlha com isso né… e,2,H,DID,II
viagens também pros jogos universitTÁ::rios também,a gente<G>,jogava mas também se divertia,2,H,DID,II
ir né… o EREF o ENEF…,a gente<G>,estudava também via osos cursos,2,H,DID,II
época de caloura::da cara… olha só,a gente<G>,tinha uma fes::ta… que a,2,H,DID,II
inscrições que pudessem faltar ou não…,a gente<G>,tinha uma festa chamada atleta,2,H,DID,II
né… e a atleta beer fest,a gente<G>,fazia em algum loCAL …,2,H,DID,II
loCAL … alguns professores… sempre ajudava,a gente<G>,assim… dava o dinheiro pra::,2,H,DID,II
centros também… aí foi engraçado que,a gente<G>,tinha alguns amigos que costumavam,2,H,DID,II
todo o suporte ali… para que,a gente<G>,pudesse estudar… tava tudo tranquilo…,2,H,DID,II
ideologia principalmente nessa onda de::política que,a gente<G>,tá passando agora no Brasil,2,H,DID,II
a sociedade sabe eu acho que,a gente<G>,tem que partir da socieDAde…,2,H,DID,II
huMAno… em relação à forma como,a gente<G>,pensa… evidentemente que a gente<G>,2,H,DID,II
como a gente<G> pensa… evidentemente que,a gente<G>,precisa dar uma atenção… redoBRA::da,2,H,DID,II
aí é nesse ponto em que,a gente<G>,preCIsa… não deixar com que,2,H,DID,II
nós estamos entendendo entende ?... porque,a gente<G>,começa a fortalecer na nossa,2,H,DID,II
fora… não vai entrar entendeu?... então,a gente<G>,tem que arrumar estratégias… pra,2,H,DID,II
Freixo como eu já falei… mas,a gente<G>,passou no momento… em que,2,H,DID,II
fácil você falar uma frase feita…,a gente<G>,vive hoje no mundo cheio,2,H,DID,II
mulheres reproduzindo ESse… tipo de disCURso…,a gente<G>,vê… que… o machismo hoje…,2,H,DID,II
vai matar ninguém… entende? … como,a gente<G>,não pode tá reproduzindo só,2,H,DID,II
ele:: é completamente de direita né,a gente<G>,claramente… você acha que a,2,H,DID,II
ia fazer aquilo e tal… e,a gente<G>,sempre soube que não i::a,2,H,DID,II
de muita gente… então algumas pessoas,a gente<G>,agora realmente sabe quem SÃO…,2,H,DID,II
pra gestantes e pós gestantes… quando,a gente<G>,vai tá pesquiSANdo… porque que,2,H,DID,II
né vamo ver como é que,a gente<G>,vai conseguir fazer essa estratégia,2,H,DID,II
realmente a nível nacional porque quando,a gente<G>,vai VER…h ninguém tá falando,2,H,DID,II
falando sobre a tua rotina que,a gente<G>,percebe realmente eu acompanhei no,2,H,DID,II
ser outra fase e depois disso,a gente<G>,vai voltar… a surfar para,2,H,DID,II
porque ele trabalha com idosos né…,a gente<G>,tem uma palestra sobre sucesso,2,H,DID,II
valeu a pena… TUdo… o que,a gente<G>,vem fazendo no instagram em,2,H,DID,II
pessoas que não estudam né… então,a gente<G>,tá mostrando uma OUtra… um,2,H,DID,II
causa disso  Doc. – hoje,a gente<G>,sabe que a tecnologia tem,2,H,DID,II
fitness fazem tanto sucesso… né… e,a gente<G>,fica nessa briga com as,2,H,DID,II
mensagem leGAL… mas nós mos… se,a gente<G>,conseguir entender… porque elas tem,2,H,DID,II
elas tem um milhão de seguidores,a gente<G>,vai conseguir ter também um,2,H,DID,II
verdade… né… muita coisa é mentira,a gente<G>,sabe disso VÊ… alguns escândalos,2,H,DID,II
paciência do mundo… nessa HOra que,a gente<G>,responde de forma… agressiva uma,2,H,DID,II
uma pergunta… idiOta vamo falar assim,a gente<G>,perde a principal qualidade que,2,H,DID,II
que ser um educador… entendeu… e,a gente<G>,tá perDENdo um pouco dessa,2,H,DID,II
e dia… e sentirem acoLHIdas… enquanto,a gente<G>,continuar dando patada… em quem,2,H,DID,II
surfava… falei com … e aí,a gente<G>,foi uma primeira vez aí,2,H,DID,II
que a ciência surGIU… sabe… e,a gente<G>,tem que pegar isso e,2,H,DID,II
aí como agora tem muitas crianças,a gente<G>,contrata uma:: um recreador lá::,2,H,DID,II
tirando maior on::da lá… então hoje,a gente<G>,não TEM aquela relaÇÃO… fria…,2,H,DID,II
que é? as o acesso que,a gente<G>,tinha a tecnoloGIa… nem se,2,H,DID,II
tecnoloGIa… nem se compara o que,a gente<G>,tem hoje… eu não tinha,2,H,DID,II
que pra mim foi muito BOM…,a gente<G>,às vezes fica com raiva,2,H,DID,II
ficam as duas coisas e aí,a gente<G>,já TÁ… h:: tendo alguns,2,H,DID,II
já virou um/já virou um amigo…,a gente<G>,tá levando o curso também…,2,H,DID,II
buzina de carro)) fazer com que,a gente<G>,pense que a Única solução,2,H,DID,II
nascer dez… não é assim que,a gente<G>,tá vendo? … então é,2,H,DID,II
tá vendo? … então é justamente,a gente<G>,volta de NOvo.. pra mesma,2,H,DID,II
como um do… porque às vezes,a gente<G>,fala sobre a musculação e,2,H,DID,II
que hoje em dia o que,a gente<G>,tem de maior problema… na,2,H,DID,II
sempre acaba assim a/uma discussão e,a gente<G>,nunca conVERge… pra um ponto,2,H,DID,II
ponto em comum… e deu que,a gente<G>,fala muito disso… sobre como,2,H,DID,II
sobre como você conseGUIR… as vezes,a gente<G>,parece ser MEio… agressivo né,2,H,DID,II
história mesmo de São Francisco ...,a gente<G>,precisa ir na:::... península iTÁlica,2,H,DID,II
... né ... e é interessante,a gente<G>,eh:::... é interessante a gente<G>,2,H,DID,II
interessante a gente<G>::... eh:::... é interessante,a gente<G>,entender um pouco de como,2,H,DID,II
de Bernardônia ... é interessante que,a gente<G>,perceba ... que::... as pessoas,2,H,DID,II
que:: se fosse fazer ... se,a gente<G>,fosse fazer essa análise ...,2,H,DID,II
que um monge beneditino agostiniano se,a gente<G>,vai pensar ... aquela época,2,H,DID,II
tinha proclamado ...  Doc: eh::..,a gente<G>,fala/tá falando um pouco de,2,H,DID,II
interessante falar sobre i::sso ... aí,a gente<G>,já ... é::.. já enTRa,2,H,DID,II
num campo eh::.. num campo onde,a gente<G>,tem que::... entender um Pouco,2,H,DID,II
então assim... é::.. é:::.. é difíCIL,a gente<G>,falar ... com propriedAde ...,2,H,DID,II
né ... então.. perceba ... se,a gente<G>,vai analisar a mulher ...,2,H,DID,II
Grécia por exemplo ... e depois,a gente<G>,vai analisar a mulher ...,2,H,DID,II
grega ... clássica ... helênica que,a gente<G>,coNHEce ... você vai ter,2,H,DID,II
pelas ideias deles ... é interessante,a gente<G>,falar sobre isso também porque,2,H,DID,II
um exemplo aqui ... hoje ...,a gente<G>,é::.. hoje a gente<G> vive,2,H,DID,II
hoje ... a gente<G>::. é::.. hoje,a gente<G>,vive ... eh::.. uma acelaração,2,H,DID,II
relaçõ::es ...pra gente administra::r ... e,a gente<G>,tá todo tempo correndo ...,2,H,DID,II
POsso dizer que ho::jê ...eh ...,a gente<G>,vive um progresso do passado,2,H,DID,II
progresso do passado ... porque ai,a gente<G>,ja não viveu um progresso,2,H,DID,II
ja não viveu um progresso ...,a gente<G>,viveu um retrocesso ... hoje,2,H,DID,II
gente<G> viveu um retrocesso ... hoje,a gente<G>,vive falando de desacelerar ...,2,H,DID,II
gente<G> vive falando de desacelerar ...,a gente<G>,vive falando de::.. eh:: eh::..,2,H,DID,II
vive falando de::.. eh:: eh::.. que,a gente<G>,precisa criar ... MEios de,2,H,DID,II
cheiros dessas estações ... coisas que,a gente<G>,não está mais ... ligado,2,H,DID,II
curiosida::des daquela época ... pra que,a gente<G>,possa conhecer um pouco mais,2,H,DID,II
constituem essa sociedade medieval ... então,a gente<G>,pode dizer ... que a,2,H,DID,II
... de todos os jeitos que,a gente<G>,puder imaginar ... então eh::..,2,H,DID,II
positivos é a PRÓpia inquisição... quando,a gente<G>,vê a inquisição simplesmente como,2,H,DID,II
jogava as pessoas na fogueira ...,a gente<G>,observa aspectos negativos dees/dessa instituição,2,H,DID,II
seus aspectos positivos ... e assim,a gente<G>,poderia falar de ... de,2,H,DID,II
... ou um du::que ... como,a gente<G>,conhece ... né ... então,2,H,DID,II
o senhor daquele feudo ... mas,a gente<G>,teria que esperar o inquisidor,2,H,DID,II
inquisição Espanhola ... por exemplo ...,a gente<G>,vê os maiores abUsos ...,2,H,DID,II
bom dia! Eh::: eu queria que,a gente<G>,"começasse, falando um pouquinho das",3,H,DID,II
EUros é até Uma VERgonha quaNDO,a GENte<G>,FAla é compaRANDO aqUI Com,3,H,DID,II
SARdinhas não é aquelas SARdinhas qUE,a GENte<G>,pensa aqUI que vem Na,3,H,DID,II
Doc. –uhn:::  Inf. - mas,a gente<G>,FAla SARdinhas é desse EStilo,3,H,DID,II
esse dias dizendo que o que,a gente<G>,come aqui não tem nada,3,H,DID,II
você for dAR uma De ARtista,a GENte<G>,chegou Lá uma vez a,3,H,DID,II
a GENte<G> chegou Lá uma vez,a gente<G>,tava a gente<G> estávamos em,3,H,DID,II
Lá uma vez a gente<G> tava,a gente<G>,estávamos em quatro na época,3,H,DID,II
você COme Num taPA Né aí,a gente<G>,sentou lá e fomos olhar,3,H,DID,II
Não é era bem DIferente aí,a GENte<G>,começOU a rIR PORque Ela,3,H,DID,II
duas tu ia tER que coMER,a gente<G>,ia ter que leVAR nós,3,H,DID,II
sushi originalmente não é esse que,a gente<G>,come não com manga com,3,H,DID,II
- Mais Eu me lembREI que,a gENTE<G>,fala mUIto de EuROpa a,3,H,DID,II
a gENTE<G> fala mUIto de EuROpa,a gente<G>,fala de CULInária aqui na,3,H,DID,II
Só FALtava fiCAR Era DOIdo quANDO,a gente<G>,CHEgava pA ALmoçar ou quando,3,H,DID,II
as COISInhas DIferente pOR lá que,a gENTE<G>,acha qUE CUlináRIA a gente<G>,3,H,DID,II
que a gENTE<G> acha qUE CUlináRIA,a gente<G>,só vai vER Na EuROpa,3,H,DID,II
que era pRA não paSSAR e,a gente<G>,foi faZER um Cruzeiro de,3,H,DID,II
lado de Cuba ENtão éh:::...NEsse NAvio,a gENTE<G>,não SAbia Chegamos na demo,3,H,DID,II
Um prédio no mAR IMEnso ENtão,a gENTE<G>,FIcava louco Né porque tava,3,H,DID,II
Uma MANcada LOgo De CAra porque,a gENTE<G>,entROU quando Era qUINze HOras,3,H,DID,II
Inf. - Aí quando a CHEga,a gENTE<G>,descobRIU qUE era porque TInha,3,H,DID,II
era porque TInha Um brasileiro viZINHO,a gente<G>,Né mAS foi Uma COmédIA,3,H,DID,II
e TAntas LOjas COIsa de loUCO,a gente<G>,entrava e uma vEZ entREI,3,H,DID,II
sIM ((risos)) Eu achEI ótIMO PORque,a gENTE<G>,fEZ amiZAde com esses,3,H,DID,II
vER Se tem ALgum BRAsileIRO que,a gente<G>,CONsiga Se CUmunicAR com pouco,3,H,DID,II
MUlher SAbe Umas VINte ou TRInta,a gENTE<G>,não conseGUE se comuniCAR com,3,H,DID,II
Um proDUto da noSSA teRRA /Lá,a gENTE<G>,Come/aí eu PISquei o Olho,3,H,DID,II
PISquei o Olho pU Ruan lá,a gente<G>,come lagosta/ai o Ruan...homem laGOSta,3,H,DID,II
Lá come e faz uma lagostinha,a gente<G>,faz e tal/ ai ela,3,H,DID,II
sempre como laGOSta Em São Paulo,a gente<G>,sempre come Né xoa/xoa o,3,H,DID,II
BARco chegou de Miami aí quando,a gente<G>,chegou em Miami ainda Fiz,3,H,DID,II
- já e noventa e oito,a gente<G>,cheGAVA Nos BARzinho lá e,3,H,DID,II
foi todas as DUas vezes que,a gENTE<G>,foi a Orlando a gENTE<G>,3,H,DID,II
que a gENTE<G> foi a Orlando,a gENTE<G>,foi na Disney na Disney,3,H,DID,II
Disney se foi no banco também,a gente<G>,foi lá olhar um NEgócio,3,H,DID,II
Um ESPEtáCUlo  Doc. - Rogério,a gente<G>,vai agora em Portugal eu,3,H,DID,II
em Portugal eu tava vendo que,a gente<G>,vai viajar dia primeiro de,3,H,DID,II
Eu pegUEI em Torres del Paine,a gENTE<G>,fOI Lá em Torres del,3,H,DID,II
neve lá na no hotel que,a gENTE<G>,fiCOU mas aí a gente<G>,3,H,DID,II
que a gENTE<G> fiCOU mas aí,a gente<G>,pegou um pouqUISSImas NEves porque,3,H,DID,II
ESqueCI o nome da cidadeZINHA que,a gENTE<G>,vai Lá pés ESquiAR que,3,H,DID,II
Martin é viZInho Villa Angostura agora,a gente<G>,TAva em Bariloche a gente<G>,3,H,DID,II
agora a gente<G> TAva em Bariloche,a gente<G>,cheGAva a gente<G> fOI duas,3,H,DID,II
TAva em Bariloche a gente<G> cheGAva,a gente<G>,fOI duas veZES no verão,3,H,DID,II
